movie_id,title,release_date,release_year,rating,popularity,category,runtime,budget,revenue,director,overview,roi_percent
1494,Curse of the Golden Flower,2006-12-14,2006,6.9,4.8323,Sword and Sorcery,114,45000000,78568977,Zhang Yimou,"During China's Tang dynasty the emperor has taken the princess of a neighboring province as his wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.",74.6
1499,Teenage Mutant Ninja Turtles III,1993-03-17,1993,5.5,3.2855,Fantasy Epic,95,21000000,42273609,Stuart Gillard,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",101.3
1585,It's a Wonderful Life,1946-12-20,1946,8.3,13.3956,Fantasy Epic,131,3180000,9644124,Frank Capra,"George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",203.27
1593,Night at the Museum,2006-12-20,2006,6.6,10.7579,Fantasy Epic,108,110000000,574480841,Shawn Levy,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",422.26
1600,The Double Life of Véronique,1991-05-15,1991,7.5,2.9132,Fantasy Epic,98,0,1999955,Krzysztof Kieślowski,"Véronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Véronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",
1636,Bedazzled,2000-10-19,2000,6.1,7.7298,Fantasy Epic,93,48000000,90383208,Harold Ramis,"Elliot Richards, a socially awkward IT worker, is given seven wishes to get the girl of his dreams when he meets a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star, a wealthy, powerful man, and a sensitive caring guy. But, as could be expected, the Devil puts her own little twist on each of his fantasies.",88.3
1729,The Forbidden Kingdom,2008-04-17,2008,6.6,7.778,Sword and Sorcery,104,55000000,127906624,Rob Minkoff,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",132.56
1730,Inland Empire,2006-12-06,2006,7.0,5.0715,Dark Fantasy,180,15000000,4304157,David Lynch,"When actress Nikki Grace gets the lead role in a cursed film, her world becomes more and more surreal, blending realities and ideas of infidelity, reincarnation, and supernatural forces.",-71.31
1734,The Mummy Returns,2001-05-04,2001,6.4,18.8246,Sword and Sorcery,130,98000000,443280904,Stephen Sommers,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",352.33
1735,The Mummy: Tomb of the Dragon Emperor,2008-07-01,2008,5.5,13.5055,Sword and Sorcery,112,145000000,403449830,Rob Cohen,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",178.24
1832,Dogma,1999-10-04,1999,6.9,9.0518,Fantasy Epic,130,10000000,33535478,Kevin Smith,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loophole and reenter Heaven.,235.35
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-15,2011,6.6,16.4911,Sword and Sorcery,136,379000000,1046721266,Rob Marshall,"When Jack crosses paths with a woman from his past, he's not sure if it's love...or if she's a ruthless con artist using him to find the fabled Fountain of Youth.",176.18
1870,Fantomas Unleashed,1965-12-08,1965,6.7,1.6957,Fantasy Epic,105,0,0,André Hunebelle,"In the second episode of the trilogy Fantômas kidnaps distinguished scientist professor Marchand with the aim to develop a super weapon that will enable him to menace the world. Fantômas is also planning to abduct a second scientist, professor Lefebvre.",
1875,Fantomas vs. Scotland Yard,1967-03-16,1967,6.7,1.7147,Fantasy Epic,104,0,0,André Hunebelle,"In the third and final episode of the trilogy, Fantômas imposes a head tax on the rich, threatening to kill those who do not comply.",
1884,The Ewok Adventure,1984-12-21,1984,5.9,4.7969,Fantasy Epic,97,3000000,0,John Korty,"Wicket the Ewok and his friends agree to help two shipwrecked human children, Mace and Cindel, on a quest to find their parents.",
1995,Lara Croft: Tomb Raider,2001-06-15,2001,5.9,8.4925,Sword and Sorcery,100,115000000,274703340,Simon West,"Orphaned heiress, English aristocrat and intrepid archaeologist, Lara Croft, embarks on a dangerous quest to retrieve the two halves of an ancient artifact which controls time before it falls into the wrong hands. As an extremely rare planetary alignment is about to occur for the first time in 5,000 years, the fearless tomb raider will have to team up with rival adventurers and sworn enemies to collect the pieces, while time is running out. But, in the end, who can harness the archaic talisman's unlimited power?",138.87
1996,Lara Croft: Tomb Raider - The Cradle of Life,2003-07-21,2003,5.8,5.1213,Sword and Sorcery,117,95000000,160099222,Jan de Bont,"Off the coast of the volcanic island of Santorini, the intrepid archaeologist Lara Croft makes the unexpected discovery of a pulsating golden orb able to guide its holder to the mythical Pandora's Box. As the legendary artifact contains ancient mysteries of unfathomable power - said to contain one of the deadliest plagues on Earth, Lara is tasked by MI6 to make sure it doesn't fall into the wrong hands. With the aid of former Marine turned mercenary Terry Sheridan, she travels the world in pursuit of the precious item in a race against time; she must beat the unscrupulous Nobel Prize-winning scientist turned bioterrorist, Jonathan Reiss, to it.",68.53
2044,The Lake House,2006-06-16,2006,7.0,7.25,Fantasy Epic,99,40000000,114830111,Alejandro Agresti,"When architect Alex Wyler moves into an unusual glass house on stilts over a lake, he discovers a note from the previous tenant in the mailbox--but no one's lived in the house for years. He replies and soon discovers that he's corresponding with a doctor named Kate Forster. Their correspondence, only through the 'magical' mailbox, turns romantic and their paths cross in unexpected ways, but when they try to truly connect, danger looms. They must try to unravel the mystery behind their extraordinary romance before it's too late.",187.08
2062,Ratatouille,2007-06-28,2007,7.8,19.0488,Fairy Tale,111,150000000,623726000,Brad Bird,"Remy, a rat living in Paris, possesses a palate far more refined than that of his fellow comrades. He dreams of becoming a chef, determined to create culinary masterpieces rather than scavenge for scraps. When fate deposits him in the sewers beneath one of Paris’s most famous restaurants, he finds himself ideally placed to fulfill his dream. Forming an unusual alliance with a bumbling young kitchen worker, Remy begins a daring culinary double life. Together, they must outwit the scheming Head Chef Skinner, evade Remy’s disapproving colony, and impress renowned food critic Anton Ego, who strikes fear in the hearts of chefs all throughout France.",315.82
2114,Final Fantasy: The Spirits Within,2001-07-02,2001,6.2,6.3428,Sword and Sorcery,106,137000000,85131830,Hironobu Sakaguchi,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",-37.86
2134,The Time Machine,1960-05-25,1960,7.3,5.5546,Dark Fantasy,103,750000,5902,George Pal,A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.,-99.21
2179,Tenacious D in The Pick of Destiny,2006-11-22,2006,6.8,6.7701,Fantasy Epic,93,22000000,13405595,Liam Lynch,"In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers... a magical guitar pick housed in a rock-and-roll museum some 300 miles away.",-39.07
2268,The Golden Compass,2007-12-04,2007,6.1,9.0694,Fantasy Epic,113,180000000,372234864,Chris Weitz,"In a parallel universe, after overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",106.8
2269,Day Watch,2006-01-01,2006,6.1,2.3062,Dark Fantasy,146,4200000,42918532,Timur Bekmambetov,"A man who serves in the war between the forces of Light and Dark comes into possession of a device that can restore life to Moscow, which was nearly destroyed by an apocalyptic event.",921.87
2270,Stardust,2007-08-10,2007,7.3,10.7938,Fantasy Epic,127,70000000,137500000,Matthew Vaughn,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",96.43
2274,The Seeker: The Dark Is Rising,2007-10-05,2007,5.4,2.339,Dark Fantasy,99,45000000,31852619,David L. Cunningham,A boy's life is turned upside down when he learns that he is the last of a group of immortal warriors who have dedicated their lives to fighting the forces of the dark.,-29.22
2280,Big,1988-06-03,1988,7.2,9.1462,Fantasy Epic,104,18000000,151927281,Penny Marshall,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.,744.04
2284,Mr. Magorium's Wonder Emporium,2007-11-16,2007,6.2,3.943,Fantasy Epic,93,65000000,69500000,Zach Helm,"Molly Mahoney is the awkward and insecure manager of Mr. Magorium's Wonder Emporium—the strangest, most fantastic and most wonderful toy store in the world. After Mr. Magorium bequeaths the store to her, a dark and ominous change begins to take over the once-remarkable Emporium.",6.92
