movie_id,title,release_date,release_year,rating,popularity,category,runtime,budget,revenue,director,overview,roi_percent
9334,The Scorpion King,2002-04-18,2002,5.6,5.2579,Sword and Sorcery,92,60000000,165333180,Chuck Russell,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",175.56
9339,Click,2006-06-23,2006,6.3,9.4869,Fantasy Epic,107,82500000,240685326,Frank Coraci,"A married workaholic, Michael Newman doesn't have time for his wife and children, not if he's to impress his ungrateful boss and earn a well-deserved promotion. So when he meets Morty, a loopy sales clerk, he gets the answer to his prayers: a magical remote that allows him to bypass life's little distractions with increasingly hysterical results.",191.74
9374,Death Becomes Her,1992-07-30,1992,6.8,8.459,Dark Fantasy,104,55000000,149000000,Robert Zemeckis,"Madeline is married to Ernest, who was once her arch-rival Helen's fiancé. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.",170.91
9387,Conan the Barbarian,1982-03-16,1982,6.8,8.8994,Sword and Sorcery,130,20000000,68851475,John Milius,"A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",244.26
9406,An American Werewolf in Paris,1997-05-29,1997,5.9,5.6001,Dark Fantasy,98,22000000,26570463,Anthony Waller,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,20.77
9444,Anastasia,1997-11-20,1997,7.6,8.4443,Fairy Tale,94,53000000,139804348,Gary Goldman,"Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward.",163.78
9449,The Borrowers,1997-12-05,1997,6.0,4.85,Fantasy Epic,87,29000000,22619699,Peter Hewitt,"The four-inch-tall Clock family secretly share a house with the normal-sized Lender family, ""borrowing"" such items as thread, safety pins, batteries and scraps of food. However, their peaceful co-existence is disturbed when evil lawyer Ocious P. Potter steals the will granting title to the house, which he plans to demolish in order to build apartments. The Lenders are forced to move, and the Clocks face the risk of being exposed to the normal-sized world.",-22.0
9463,Vampire Hunter D,1985-12-21,1985,6.6,4.0883,Dark Fantasy,80,0,0,Toyoo Ashida,"In a far-future time ruled by the supernatural, a young girl requests the help of a vampire hunter to kill the vampire who has bitten her and thus prevent her from becoming a vampire herself.",
9470,Kung Fu Hustle,2004-02-10,2004,7.5,13.0226,Sword and Sorcery,99,20000000,102034104,Stephen Chow,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",410.17
9479,The Nightmare Before Christmas,1993-10-09,1993,7.8,11.4921,Fairy Tale,76,18000000,75634409,Henry Selick,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",320.19
9480,Daredevil,2003-02-14,2003,5.3,7.1836,Sword and Sorcery,103,78000000,179179718,Mark Steven Johnson,A man blinded in a childhood accident fights crime using his superhumanly-elevated remaining senses.,129.72
9495,The Crow,1994-05-11,1994,7.5,8.7016,Dark Fantasy,102,23000000,93722164,Alex Proyas,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven, watched over by a hypnotic crow, returns from the grave to exact revenge.",307.49
9543,Prince of Persia: The Sands of Time,2010-05-19,2010,6.3,7.9474,Sword and Sorcery,116,200000000,336365676,Mike Newell,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",68.18
9564,Asterix and Obelix vs. Caesar,1999-02-03,1999,6.0,3.5718,Fantasy Epic,109,48500000,101644060,Claude Zidi,"Set in 50 B.C., Asterix and Obelix are living in a small but well-protected village in Gaul, where a magic potion concocted by Druids turns the townsfolk into mighty soldiers. When Roman troops carve a path through Gaul to reach the English Channel, Caesar and his aide de camp Detritus discover the secret elixir and capture the Druid leader who knows its formula, and Asterix and Obelix are sent off to rescue them.",109.58
9593,Last Action Hero,1993-06-18,1993,6.5,6.2833,Fantasy Epic,131,85000000,137300000,John McTiernan,"After his father's death, a young boy finds solace in action movies featuring an indestructible cop. Given a magic ticket by a theater manager, he is transported into the film and teams up with the cop to stop a villain who escapes into the real world.",61.53
9597,Vidocq,2001-09-18,2001,5.9,1.8968,Dark Fantasy,98,0,13240767,Pitof,"Paris, 1830. In the heart of the town, Vidocq, a famous detective, disappears as he fights the Alchemist, an assassin that he has been pursuing for a few months. His young biographer, Etienne Boisset, decides to avenge Vidocq's death and takes the investigation on...",
9598,Babe,1995-07-18,1995,6.3,7.6504,Fantasy Epic,92,30000000,254100000,Chris Noonan,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",747.0
9610,Conan the Destroyer,1984-06-29,1984,6.1,6.9171,Sword and Sorcery,103,18000000,31042035,Richard Fleischer,"Conan is commissioned by the evil queen Taramis to safely escort a teen princess and her powerful bodyguard to a far away castle to retrieve the magic Horn of Dagoth. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro, the warrior woman Zula, and the inept Malak. Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.",72.46
9626,Red Sonja,1985-04-09,1985,5.4,3.6066,Sword and Sorcery,89,17900000,6948633,Richard Fleischer,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.",-61.18
9647,Scrooged,1988-11-22,1988,6.8,5.6247,Fantasy Epic,101,32000000,60300000,Richard Donner,"Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing a staff member on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",88.44
9651,Supergirl,1984-07-01,1984,5.3,2.7025,Sword and Sorcery,124,35000000,14296438,Jeannot Szwarc,"After losing a powerful orb, Kara, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.",-59.15
9667,The Jacket,2005-03-04,2005,6.9,5.0353,Dark Fantasy,103,29000000,21733230,John Maybury,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.",-25.06
9678,Little Nicky,2000-11-10,2000,5.8,7.1478,Fantasy Epic,90,85000000,58292295,Steven Brill,"After the lord of darkness decides he will not cede his throne to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",-31.42
9694,One Missed Call,2003-11-03,2003,6.2,2.3549,Dark Fantasy,112,1700000,17605379,Takashi Miike,"People mysteriously start receiving voicemail messages from their future selves, in the form of the sound of them reacting to their own violent deaths, along with the exact date and time of their future death, listed on the message log. The plot thickens as the surviving characters pursue the answers to this mystery which could save their lives.",935.61
9697,Lady in the Water,2006-07-19,2006,5.6,2.4442,Fantasy Epic,110,70000000,72785169,M. Night Shyamalan,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",3.98
9703,The Last Legion,2007-04-19,2007,5.6,3.1184,Sword and Sorcery,102,67000000,25303038,Doug Lefler,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",-62.23
9707,Bubba Ho-tep,2002-06-09,2002,6.5,3.3622,Dark Fantasy,92,1000000,1239541,Don Coscarelli,"The ""true"" story of what really became of Elvis Presley. We find Elvis as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death,"" then missed his chance to switch back. He must team up with JFK and fight an ancient Egyptian mummy for the souls of their fellow residents.",23.95
9722,Bewitched,2005-06-21,2005,5.1,3.4867,Fantasy Epic,102,85000000,131426169,Nora Ephron,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic show ""Bewitched"".",54.62
9738,Fantastic Four,2005-06-29,2005,5.8,10.1561,Sword and Sorcery,106,100000000,333535934,Tim Story,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",233.54
9745,Jack Frost,1998-11-15,1998,6.0,3.2464,Fantasy Epic,101,27000000,34562925,Troy Miller,"A father, who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son before he is gone forever.",28.01
9785,The Invisible,2007-04-27,2007,6.4,5.0049,Dark Fantasy,102,30000000,26810113,David S. Goyer,After an attack leaves him in limbo -- invisible to the living and also near death -- a teenager discovers the only person who might be able help him is his attacker.,-10.63
9822,Mighty Joe Young,1998-12-25,1998,6.3,6.471,Fantasy Epic,114,90000000,0,Ron Underwood,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",
9824,Mystery Men,1999-08-06,1999,5.8,5.671,Sword and Sorcery,121,68000000,29762011,Kinka Usher,"When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.",-56.23
9871,Ginger Snaps,2000-12-11,2000,6.9,5.8332,Dark Fantasy,108,5000000,0,John Fawcett,"The story of two outcast sisters, Ginger and Brigitte, in the mindless suburban town of Bailey Downs. On the night of Ginger's first period, she is savagely attacked by a wild creature. Ginger's wounds miraculously heal but something is not quite right. Now Brigitte must save her sister and save herself.",
9889,Shallow Hal,2001-11-01,2001,6.2,6.7946,Fantasy Epic,114,40000000,141069860,Peter Farrelly,"After taking his dying father's advice, Hal dates only the embodiments of female physical perfection. But that all changes after Hal has an unexpected run-in with self-help guru Tony Robbins. Intrigued by Hal's shallowness, Robbins hypnotizes him into seeing the beauty that exists even in the least physically appealing women. Hal soon falls for Rosemary, but he doesn't realize that his gorgeous girlfriend is actually a 300-pound-not-so-hottie.",252.67
9906,The Ant Bully,2006-07-28,2006,5.8,4.0783,Fairy Tale,89,50000000,55200000,John A. Davis,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",10.4
9945,Vampires,1998-10-30,1998,6.3,6.6941,Dark Fantasy,108,20000000,20308772,John Carpenter,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,1.54
9946,End of Days,1999-11-24,1999,6.1,8.7807,Dark Fantasy,122,100000000,212000000,Peter Hyams,"Cynical bodyguard Jericho is hired by a man possessed by Satan, who is in search of his bride. When Jericho realizes what is happening, he must do everything he can to save the woman and the world.",112.0
9954,The Covenant,2006-09-07,2006,5.6,5.322,Dark Fantasy,97,20000000,37597471,Renny Harlin,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,87.99
9986,Charlotte's Web,2006-12-07,2006,6.2,6.8824,Fantasy Epic,97,85000000,148964660,Gary Winick,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",75.25
9992,Arthur and the Invisibles,2006-12-13,2006,6.4,5.7833,Fairy Tale,94,86000000,108605609,Luc Besson,"Ten-year-old Arthur, in a bid to save his grandfather's house from being demolished, goes looking for some much-fabled hidden treasure in the land of the Minimoys, tiny people living in harmony with nature.",26.29
9997,Gabriel,2007-11-15,2007,6.0,4.8778,Dark Fantasy,109,200000,1395610,Shane Abbess,Gabriel tells the story of an archangel who fights to bring light back to purgatory - a place where darkness rules - and save the souls of the city's inhabitants.,597.8
10013,Peggy Sue Got Married,1986-10-10,1986,6.1,5.5526,Fantasy Epic,103,18000000,41382841,Francis Ford Coppola,"At her 25th high school reunion, Peggy Sue faints and awakens in 1960—back in her senior year, before her marriage and all her regrets. Given a second chance to relive her youth, she must decide whether to change the choices that shaped her life or embrace the past that made her who she is.",129.9
10019,Mannequin,1987-02-13,1987,6.8,8.0682,Fantasy Epic,89,6000000,42700000,Michael Gottlieb,"Jonathan Switcher, an unemployed artist, finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed, she springs to life and introduces herself as Emmy, an Egyptian under an ancient spell. Despite interference from the store's devious manager, Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.",611.67
10020,Beauty and the Beast,1991-10-22,1991,7.7,15.3992,Fairy Tale,84,25000000,424967620,Gary Trousdale,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",1599.87
10025,Just My Luck,2006-05-12,2006,6.2,6.8786,Fantasy Epic,103,28000000,38159905,Donald Petrie,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",36.29
10052,Dragonfly,2002-02-22,2002,6.5,5.6126,Dark Fantasy,104,60000000,52322400,Tom Shadyac,A grieving doctor is being contacted by his late wife through his patient's near death experiences.,-12.8
10072,A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,1987,6.7,3.5423,Dark Fantasy,96,4450000,44793222,Chuck Russell,"A psychiatrist, familiar with the knife-wielding dream demon Freddy Krueger, helps teens at a mental hospital battle the killer who is invading their dreams.",906.59
10096,13 Going on 30,2004-04-13,2004,6.8,8.8944,Fantasy Epic,98,37000000,96458118,Gary Winick,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. Thanks to some magic wishing dust, Jenna's prayer has been answered. With a knockout body, a fabulous wardrobe, an athlete boyfriend, a dream job, and superstar friends, this can't be a better life. But soon Jenna realizes that adult life isn’t as easy as she hoped for.",160.7
10137,Stuart Little,1999-12-17,1999,6.1,8.3548,Fantasy Epic,84,133000000,300135367,Rob Minkoff,"When the Littles adopt Stuart, the mouse, George is initially unwelcoming to his new brother, and the family cat, Snowbell, is even less enthusiastic. Stuart resolves to face these difficulties with as much pluck and courage as he can muster.",125.67
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02,2010,6.4,9.6568,Fantasy Epic,113,155000000,415686217,Michael Apted,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",168.18
10144,The Little Mermaid,1989-11-17,1989,7.4,12.3176,Fairy Tale,83,40000000,211343479,Ron Clements,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,428.36
10150,The Last Unicorn,1982-11-19,1982,7.3,7.0208,Fairy Tale,93,0,6455530,Jules Bass,"A unicorn learns from a riddle-speaking butterfly that she is supposedly the last of her kind, all the others having been herded away by the monstrous Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick, a second-rate magician, and Molly Grue, a middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home, all the way to the castle of King Haggard.",
10166,The Witches,1990-05-25,1990,6.9,6.2176,Dark Fantasy,91,11000000,15400000,Nicolas Roeg,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",40.0
10185,The Midnight Meat Train,2008-08-07,2008,6.2,5.6539,Dark Fantasy,103,15000000,3533227,Ryuhei Kitamura,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways.",-76.45
10191,How to Train Your Dragon,2010-03-18,2010,7.9,15.2468,Fairy Tale,98,165000000,495141736,Chris Sanders,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",200.09
10192,Shrek Forever After,2010-05-20,2010,6.4,13.9148,Fairy Tale,93,165000000,752600867,Mike Mitchell,"A midlife-crisis burdened Shrek, longing for the days when he felt like a real ogre, makes a pact with magic deal-maker Rumpelstiltskin. But when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",356.12
10195,Thor,2011-04-21,2011,6.8,14.1397,Sword and Sorcery,115,150000000,449326618,Kenneth Branagh,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",199.55
10198,The Princess and the Frog,2009-12-08,2009,7.2,11.5655,Fairy Tale,98,105000000,270997378,Ron Clements,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",158.09
10202,Bedtime Stories,2008-12-24,2008,6.2,7.1618,Fantasy Epic,99,80000000,212874864,Adam Shankman,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,166.09
10215,Sliding Doors,1998-04-23,1998,6.6,5.0191,Fantasy Epic,99,6000000,58809149,Peter Howitt,"Helen, a London ad executive, is fired from her job and rushes out to catch a train, but, as she runs down, her life suddenly splits off. In one version she catches the train; in the second, she misses it. Her whole life changes in that one second, and the rest of the film depicts what happens in each scenario.",880.15
10228,Pokémon: The First Movie,1998-07-18,1998,7.0,6.0016,Fairy Tale,96,30000000,163644940,Kunihiko Yuyama,"Determined to prove its superiority, a bio-engineered Pokémon called Mewtwo lures Ash, Pikachu and others into a Pokemon match like none before.",445.48
10280,Thinner,1996-10-25,1996,5.9,6.3733,Dark Fantasy,92,8000000,15315484,Tom Holland,"An obese lawyer finds himself growing ""Thinner"" when an old Romani man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the old man to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",91.44
10323,Clash of the Titans,1981-06-12,1981,6.9,6.222,Sword and Sorcery,118,12000000,41092328,Desmond Davis,"To win the right to marry his love, the beautiful princess Andromeda, and fulfil his destiny, half-God-half-mortal Perseus must complete various tasks including taming Pegasus, capturing Medusa's head and battling the feared Kraken.",242.44
10326,Forever Young,1992-12-16,1992,6.5,3.646,Fantasy Epic,102,20000000,128000000,Steve Miner,A 1939 test pilot asks his best friend to use him as a guinea pig for a cryogenics experiment. Daniel McCormick wants to be frozen for a year so that he doesn't have to watch his love lying in a coma. The next thing Daniel knows is that he's been awoken in 1992.,540.0
10330,Freaky Friday,2003-08-05,2003,6.6,8.404,Fantasy Epic,97,26000000,160846332,Mark Waters,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",518.64
10336,Spawn,1997-07-31,1997,5.4,4.6449,Dark Fantasy,96,40000000,87840042,Mark A.Z. Dippé,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",119.6
10351,Wishmaster,1997-09-19,1997,6.1,3.872,Dark Fantasy,90,5000000,15738769,Robert Kurtzman,"The Djinn, having been released from his ancient prison, seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",214.78
10353,The Visitors II: The Corridors of Time,1998-02-11,1998,6.0,2.1643,Fantasy Epic,118,23030000,66000000,Jean-Marie Poiré,"The sequel to The Visitors reunites us with those lovable ruffians from the French Medieval ages who - through magic - are transported into the present, with often drastic consequences. Godefroy de Montmirail travels to today to recover the missing family jewels and a sacred relic, guarantor of his wife-to-be's fertility. The confrontation between Godefroy's repellent servant Jack the Crack and his descendent, the effete Jacquart, present-day owner of the chateau, further complicates the matter.",186.58
10437,The Muppet Christmas Carol,1992-12-11,1992,7.4,5.5864,Fantasy Epic,86,12000000,27300000,Brian Henson,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",127.5
10439,Hocus Pocus,1993-07-16,1993,7.0,8.4696,Fantasy Epic,96,28000000,51663767,Kenny Ortega,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",84.51
10488,Nim's Island,2008-04-03,2008,5.9,5.4508,Fantasy Epic,96,37000000,100104565,Jennifer Flackett,A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,170.55
10501,The Road to El Dorado,2000-03-31,2000,7.3,10.8438,Fairy Tale,89,95000000,76400000,Bibo Bergeron,"Stowing away after a failed con, a pair of swindlers end up on El Dorado, the fabled ""city of gold"", where they quickly get in over their heads when they are mistaken as gods by the inhabitants.",-19.58
10510,Miracle on 34th Street,1994-11-18,1994,6.8,6.2914,Fantasy Epic,114,0,46264384,Les Mayfield,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",
10515,Castle in the Sky,1986-08-02,1986,8.0,7.9602,Fairy Tale,125,3000000,5228752,Hayao Miyazaki,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,74.29
10539,James and the Giant Peach,1996-04-12,1996,6.6,5.0553,Fairy Tale,79,38000000,28946127,Henry Selick,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",-23.83
10546,The Crow: City of Angels,1996-08-29,1996,5.5,1.9236,Dark Fantasy,84,13000000,25317287,Tim Pope,"A murder victim is brought back to life by a mysterious crow. With the help of a beautiful woman, he exacts revenge on his killers – only to realize his enemy has discovered the one weakness that can destroy him forever.",94.75
10588,The Cat in the Hat,2003-11-21,2003,5.3,4.2758,Fantasy Epic,82,109000000,133800000,Bo Welch,"During a rainy day, and while their mother is out, Conrad and Sally, and their pet fish, are visited by the mischievous Cat in the Hat. Fun soon turns to mayhem, and the siblings must figure out how to rid themselves of the maniacal Cat.",22.75
10599,Pinocchio,2002-10-11,2002,5.8,2.4008,Fantasy Epic,110,40000000,41323171,Roberto Benigni,Roberto Benigni adapts the classic children's tale by Carlo Collodi for the big-budget family-oriented comedy Pinocchio.,3.31
10601,Peter Pan,2003-12-18,2003,7.1,7.8951,Fantasy Epic,113,100000000,121975011,P.J. Hogan,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.",21.98
10610,The Medallion,2003-08-15,2003,5.6,4.0939,Dark Fantasy,88,38000000,34300000,Gordon Chan,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,-9.74
10658,Howard the Duck,1986-08-01,1986,5.4,2.9639,Sword and Sorcery,110,37000000,38000000,Willard Huyck,"A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar-smoking drake, Howard, from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet, but then a much less friendly being arrives through the beam...",2.7
10693,Peter Pan,1953-02-05,1953,7.2,10.3165,Fairy Tale,77,4000000,87400000,Clyde Geronimi,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",2085.0
10719,Elf,2003-11-07,2003,6.7,8.2675,Fantasy Epic,97,32000000,228500000,Jon Favreau,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic.",614.06
10730,King Kong,1976-09-08,1976,6.3,6.5022,Dark Fantasy,134,23000000,90614445,John Guillermin,An oil company expedition disturbs the peace of a giant ape and brings him back to New York to exploit him.,293.98
10756,The Haunted Mansion,2003-11-26,2003,5.7,3.6194,Dark Fantasy,88,90000000,182290266,Rob Minkoff,"Workaholic Jim Evers and his wife/business partner Sara get a call one night from  a mansion owner, Edward Gracey, who wants to sell his house. Once the Evers family arrive at the mansion, a torrential thunderstorm of mysterious origin strands them with the brooding, eccentric Gracey, his mysterious butler, and a variety of residents both seen and unseen.",102.54
10808,Dr. Dolittle 2,2001-06-22,2001,5.3,3.7316,Fantasy Epic,87,70000000,176100000,Steve Carr,"A group of beavers ask Dr. Dolittle to save their habitat from loggers. The only hope is to get the forest preserved because it's the home of a protected bear, but there's a problem: the bear's the only bear in the forest, so she can't reproduce. Undaunted, Dolittle persuades a circus bear to help out, but he has to teach him not just the ways of the wild, but the wiles of lady bears too.",151.57
10830,Matilda,1996-08-02,1996,7.2,13.0355,Fantasy Epic,98,36000000,33500000,Danny DeVito,"Matilda Wormwood is an brilliant and intelligent little girl. Unfortunately, her parents, Harry and Zinnia, fail to see that fact. As time passes, she finally starts school and has a kind teacher, loyal friends, and a terrifying, sadistic headmistress. As she becomes fed up with the constant cruelty, she discovers she has a special gift that she just might be able to use to outwit the unruly adults around her.",-6.94
